YEAR,MONTH,DAY,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,CATEGORY
1957,4,16,7.5,INDONESIA,INDONESIA:  JAVA SEA,-4.6,107.1,Earthquake
1957,9,28,7.5,FIJI,FIJI ISLANDS,-20.4,-178.5,Earthquake
1958,3,11,7.5,JAPAN,JAPAN:  RYUKYU ISLANDS,25,125,Earthquake
1958,7,26,7.5,PERU,PERU:  S,-13.5,-69,Earthquake
1959,4,26,7.5,TAIWAN,TAIWAN:  TAIPEI,24.78,122.7,Earthquake
1959,6,14,7.5,BOLIVIA,BOLIVIA-NORTHERN CHILE,-20.369,-68,Earthquake
1960,3,20,7.5,JAPAN,JAPAN:  SANRIKU,39.8,143.4,Earthquake
1961,3,7,7.5,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.3,-175.7,Earthquake
1961,8,31,7.5,PERU,PERU,-10.5,-70.7,Earthquake
1961,9,1,7.5,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-59.5,-27.3,Earthquake
1963,9,15,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.472,165.77,Earthquake
1963,9,17,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.286,165.413,Earthquake
1963,12,18,7.5,TONGA,TONGA TRENCH,-24.8,-176.6,Earthquake
1964,6,16,7.5,JAPAN,JAPAN:  HONSHU:  W COAST,38.65,139.2,Earthquake
1964,7,5,7.5,VANUATU,VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS,-15.5,166.5,Earthquake
1967,1,5,7.5,MONGOLIA,MONGOLIA,48.1,102.8,Earthquake
1967,12,21,7.5,CHILE,CHILE:  NORTHERN,-21.7,-69.5,Earthquake
1968,4,1,7.5,JAPAN,"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,Earthquake
1968,5,16,7.5,JAPAN,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,Earthquake
1968,8,2,7.5,MEXICO,"MEXICO:  OAXACA, GUERRERO",16.5,-97.8,Earthquake
1968,10,7,7.5,JAPAN,JAPAN:  BONIN ISLANDS,26.3,140.6,Earthquake
1968,10,23,7.5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,Earthquake
1969,1,5,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,Earthquake
1969,1,30,7.5,INDONESIA,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,Earthquake
1970,6,24,7.5,CANADA,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",51.8,-131,Earthquake
1970,8,11,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-14.095,166.57,Earthquake
1972,1,25,7.5,TAIWAN,TAIWAN,22.5,122.3,Earthquake
1973,1,30,7.5,MEXICO,"MEXICO:  S, FARIAS, TECOMAN",18.48,-103,Earthquake
1973,3,17,7.5,PHILIPPINES,"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,Earthquake
1973,7,14,7.5,CHINA,CHINA:  TIBET (XIZANG PROVINCE),35.18,86.48,Earthquake
1973,10,6,7.5,ANTARCTICA,ANTARCTICA,-60.82,-21.55,Earthquake
1973,12,28,7.5,VANUATU,"VANUATU ISLANDS:  ESPIRITU SANTO, LUGANILLE",-14.46,166.6,Earthquake
1974,10,8,7.5,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA; ST KITTS,17.3,-62,Earthquake
1976,2,4,7.5,GUATEMALA,"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY",15.324,-89.101,Earthquake
1976,7,27,7.5,CHINA,CHINA:  NE:  TANGSHAN,39.57,117.98,Earthquake
1977,3,4,7.5,ROMANIA,ROMANIA:  BUCHAREST,45.777,26.703,Earthquake
1977,4,20,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.844,160.822,Earthquake
1978,3,23,7.5,RUSSIA,RUSSIA:  KURIL ISLANDS,44.932,148.439,Earthquake
1978,12,6,7.5,RUSSIA,RUSSIA:  KURIL ISLANDS,44.592,146.581,Earthquake
1979,2,28,7.5,USA,ALASKA,60.691,-141.671,Earthquake
1979,10,12,7.5,NEW ZEALAND,NEW ZEALAND:  W OF NORTH ISLAND,-46.675,165.707,Earthquake
1979,11,27,7.5,IRAN,IRAN,33.962,59.726,Earthquake
1980,7,8,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS,-12.41,166.381,Earthquake
1981,10,16,7.5,CHILE,"CHILE:  OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,Earthquake
1981,12,19,7.5,GREECE,"GREECE:  AEGEAN SEA:  LESBOS, SKIROS",39.243,25.227,Earthquake
1982,8,5,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.597,165.931,Earthquake
1984,2,7,7.5,SOLOMON ISLANDS,SOLOMON ISLANDS:  GUADALCANAL,-10.012,160.469,Earthquake
1985,4,9,7.5,CHILE,"CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO",-34.131,-71.618,Earthquake
1985,8,23,7.5,CHINA,CHINA:  S XINJIANG:  WUQUA-SHUFU,39.431,75.224,Earthquake
1989,12,15,7.5,PHILIPPINES,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",8.337,126.729,Earthquake
1990,4,5,7.5,USA TERRITORY,GUAM; NORTHERN MARIANA ISLANDS:  SAIPAN,15.125,147.596,Earthquake
1990,12,30,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.097,150.967,Earthquake
1991,6,20,7.5,INDONESIA,"INDONESIA:  MINAHASSA:  GORONTALO, MAMADO",1.196,122.787,Earthquake
1992,5,17,7.5,PHILIPPINES,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.191,126.762,Earthquake
1992,8,19,7.5,KYRGYZSTAN,KYRGYZSTAN:  TOLUK,42.142,73.575,Earthquake
1993,6,8,7.5,RUSSIA,RUSSIA:  KAMCHATKA,51.218,157.829,Earthquake
1996,2,21,7.5,PERU,"PERU:  NORTHERN:  CHIMBOTE, CALLAO",-9.593,-79.587,Earthquake
1997,11,8,7.5,CHINA,CHINA:  TIBET (XIZANG PROVINCE),35.069,87.325,Earthquake
1998,5,3,7.5,TAIWAN,TAIWAN,22.306,125.308,Earthquake
1999,9,30,7.5,MEXICO,MEXICO:  OAXACA,16.059,-96.931,Earthquake
1999,11,26,7.5,VANUATU,VANUATU ISLANDS:  PENTECOST,-16.423,168.214,Earthquake
2001,1,1,7.5,PHILIPPINES,PHILIPPINES:  MINDANAO,6.898,126.579,Earthquake
2001,10,19,7.5,INDONESIA,INDONESIA:  BANDA SEA,-4.102,123.907,Earthquake
2002,3,5,7.5,PHILIPPINES,PHILIPPINES:  MINDANAO,6.033,124.249,Earthquake
2003,1,22,7.5,MEXICO,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,Earthquake
2004,11,11,7.5,INDONESIA,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,Earthquake
2005,9,26,7.5,PERU,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,Earthquake
2007,1,21,7.5,INDONESIA,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,Earthquake
2007,8,8,7.5,INDONESIA,INDONESIA:  JAVA,-5.968,107.655,Earthquake
2007,9,28,7.5,JAPAN,JAPAN:  VOLCANO ISLANDS,22.013,142.668,Earthquake
2009,8,10,7.5,INDIA,INDIA:  ANDAMAN I,14.099,92.888,Earthquake
2009,9,30,7.5,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,Earthquake
2010,6,12,7.5,INDIA,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,Earthquake
2011,3,9,7.5,JAPAN,JAPAN:  HONSHU:  E COAST,38.435,142.842,Earthquake
2013,1,5,7.5,USA,ALASKA:  SOUTHEASTERN,55.393,-134.652,Earthquake
2014,4,19,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON SEA,-6.72,154.931,Earthquake
2015,3,29,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.76,152.556,Earthquake
2015,5,5,7.5,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.465,151.886,Earthquake
2015,10,26,7.5,AFGHANISTAN,AFGHANISTAN: HINDU KUSH,36.441,70.717,Earthquake
1900,7,29,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10,165,Earthquake
1904,3,18,7.6,JAPAN,JAPAN:  HOKKAIDO,42.5,145.8,Earthquake
1905,6,30,7.6,KIRIBATI,KIRIBATI:  PHOENIX ISLANDS,-1,-168,Earthquake
1906,12,23,7.6,USA,ALASKA:  ALEUTIAN ISLANDS,56.85,-153.9,Earthquake
1907,2,23,7.6,PERU,PERU,-13.2,-75.4,Earthquake
1907,4,18,7.6,PHILIPPINES,PHILIPPINES:  SE LUZON:  CAMARINES,14,123,Earthquake
1908,11,6,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,45,150,Earthquake
1909,6,3,7.6,INDONESIA,"INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG",-2,101,Earthquake
1909,6,8,7.6,CHILE,CHILE,-26.5,-70.5,Earthquake
1911,5,4,7.6,RUSSIA,RUSSIA:  NEAR KAMCHATKA,51.8,156,Earthquake
1911,7,4,7.6,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36,70.5,Earthquake
1911,12,16,7.6,MEXICO,MEXICO:  NEAR COAST OF GUERRERO,17,-100.7,Earthquake
1913,6,26,7.6,TONGA,TONGA ISLANDS,-20,-174,Earthquake
1914,1,30,7.6,CHILE,CHILE:  OFF CENTRAL COAST,-35,-73,Earthquake
1914,6,25,7.6,INDONESIA,INDONESIA:  SUMATERA,-3.924,101.82,Earthquake
1914,10,23,7.6,PALAU,"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",6,132.5,Earthquake
1915,6,6,7.6,PERU,PERU:  S,-18.5,-68.5,Earthquake
1915,10,3,7.6,USA,NEVADA:  PLEASANT VALLEY,40.5,-117.5,Earthquake
1918,7,8,7.6,BANGLADESH,BANGLADESH:  SRIMANGAL,24.5,91,Earthquake
1919,5,3,7.6,JAPAN,JAPAN:  OFF EAST COAST HONSHU,40.5,145.5,Earthquake
1921,12,18,7.6,PERU,PERU,-2.5,-71,Earthquake
1922,1,16,7.6,COLOMBIA,"COLOMBIA:  CAQUETA, PUTUMAYO",2.5,-71,Earthquake
1922,1,17,7.6,PERU,PERU,-2.5,-71,Earthquake
1922,1,31,7.6,USA,CALIFORNIA:  NORTHERN,41,-125.5,Earthquake
1922,9,1,7.6,TAIWAN,TAIWAN,24.5,122,Earthquake
1924,6,30,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,44.737,147.416,Earthquake
1925,3,22,7.6,VANUATU,VANUATU ISLANDS,-18.5,168.5,Earthquake
1927,5,22,7.6,CHINA,CHINA:  GANSU PROVINCE,36.75,102,Earthquake
1928,10,9,7.6,MEXICO,MEXICO:  OAXACA,16,-97,Earthquake
1928,12,1,7.6,CHILE,"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO",-35,-72,Earthquake
1931,1,27,7.6,MYANMAR (BURMA),MYANMAR (BURMA):  KACHIN,25.6,96.8,Earthquake
1932,5,21,7.6,NICARAGUA,NICARAGUA:  NEAR WEST COAST,12,-87.5,Earthquake
1932,12,25,7.6,CHINA,CHINA:  GANSU PROVINCE,39.7,96.7,Earthquake
1933,2,23,7.6,CHILE,CHILE,-20,-71,Earthquake
1935,9,11,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,43,146.5,Earthquake
1935,12,15,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.8,161,Earthquake
1937,2,21,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,44.5,149.4,Earthquake
1938,5,19,7.6,INDONESIA,INDONESIA:  SULAWESI ISLAND,-1,120,Earthquake
1938,6,10,7.6,JAPAN,JAPAN:  SW RYUKYU ISLANDS,25.208,125.115,Earthquake
1938,11,5,7.6,JAPAN,JAPAN:  NEAR E COAST HONSHU,37.2,141.7,Earthquake
1941,6,26,7.6,INDIA,"INDIA:  ANDAMAN ISLANDS,MADRAS; SRI LANKA:  COLOMBO",12.5,92.5,Earthquake
1941,12,5,7.6,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,Earthquake
1943,6,9,7.6,INDONESIA,INDONESIA:  S SUMATERA,-1,101,Earthquake
1943,9,14,7.6,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  S OF,-30,-177,Earthquake
1943,11,6,7.6,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ARU ISLANDS,-6,134.5,Earthquake
1943,11,26,7.6,TURKEY,"TURKEY:  LADIK, SAMSUN, HAVZA",41,33.7,Earthquake
1943,11,28,7.6,RUSSIA,RUSSIA:  KAMCHATKA,54.9,156.8,Earthquake
1946,11,2,7.6,KYRGYZSTAN,KYRGYZSTAN,41.5,72.5,Earthquake
1947,8,5,7.6,PAKISTAN,PAKISTAN:  GWADAR,25.5,63,Earthquake
1950,10,8,7.6,INDONESIA,INDONESIA:  SERAM,-3.8,128.3,Earthquake
1953,5,6,7.6,CHILE,"CHILE:  CHILLAN, CONCEPCION",-36.5,-72.5,Earthquake
1955,3,31,7.6,PHILIPPINES,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.1,123.2,Earthquake
1956,6,9,7.6,AFGHANISTAN,AFGHANISTAN:  KABUL,35.1,67.5,Earthquake
1956,10,11,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,46,150.5,Earthquake
1957,6,27,7.6,RUSSIA,RUSSIA:  CHITA,56.2,116.4,Earthquake
1957,9,24,7.6,PHILIPPINES,PHILIPPINES,5.5,127.5,Earthquake
1958,1,19,7.6,COLOMBIA,COLOMBIA-ECUADOR,1.5,-79.5,Earthquake
1961,2,4,7.6,INDIA,INDIA,24.9,93.34,Earthquake
1964,11,17,7.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.7,150.7,Earthquake
1965,1,24,7.6,INDONESIA,INDONESIA:  SANANA ISLAND,-2.4,126.1,Earthquake
1965,3,30,7.6,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,50.32,177.93,Earthquake
1965,8,11,7.6,VANUATU,VANUATU ISLANDS,-15.8,167.2,Earthquake
1966,3,22,7.6,CHINA,CHINA:  HEBEI PROVINCE,37.5,115.1,Earthquake
1968,2,28,7.6,AZORES (PORTUGAL),AZORES,37.7,-29.4,Earthquake
1968,8,10,7.6,INDONESIA,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,Earthquake
1969,1,19,7.6,JAPAN,JAPAN:  HOKKAIDO,45,143.2,Earthquake
1970,1,10,7.6,PHILIPPINES,PHILIPPINES:  MINDANAO,6.8,126.7,Earthquake
1970,6,11,7.6,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,Earthquake
1970,12,10,7.6,PERU,PERU:  N;  ECUADOR:  S,-4,-80.7,Earthquake
1972,1,4,7.6,TAIWAN,TAIWAN,22.6,122.1,Earthquake
1972,7,30,7.6,USA,"ALASKA:  SITKA, JUNEAU",56.82,-135.68,Earthquake
1973,2,6,7.6,CHINA,CHINA:  SICHUAN PROVINCE,31.4,100.58,Earthquake
1975,2,2,7.6,USA,ALASKA:  ALEUTIAN ISLANDS:  NEAR ISLANDS,53.11,173.5,Earthquake
1975,10,31,7.6,PHILIPPINES,PHILIPPINES,12.54,125.993,Earthquake
1977,4,2,7.6,SAMOA,SAMOA ISLANDS:  APIA,-16.696,-172.095,Earthquake
1977,4,20,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.89,160.348,Earthquake
1978,3,24,7.6,RUSSIA,RUSSIA:  KURIL ISLANDS,44.244,148.862,Earthquake
1979,3,14,7.6,MEXICO,MEXICO:  GUERRERO,17.813,-101.276,Earthquake
1981,5,25,7.6,NEW ZEALAND,NEW ZEALAND:  W OF NORTH ISLAND,-48.786,164.357,Earthquake
1983,3,18,7.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-4.883,153.581,Earthquake
1983,11,30,7.6,UK TERRITORY,INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA,-6.852,72.11,Earthquake
1985,9,21,7.6,MEXICO,MEXICO:  SW COAST:  MEXICO CITY,17.802,-101.647,Earthquake
1985,11,28,7.6,VANUATU,VANUATU ISLANDS,-13.987,166.185,Earthquake
1985,12,21,7.6,VANUATU,VANUATU ISLANDS,-13.966,166.516,Earthquake
1987,2,8,7.6,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,Earthquake
1988,8,10,7.6,SOLOMON ISLANDS,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,Earthquake
1990,3,3,7.6,FIJI,FIJI ISLANDS,-22.122,175.163,Earthquake
1990,4,18,7.6,INDONESIA,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.186,122.857,Earthquake
1991,4,22,7.6,COSTA RICA,"COSTA RICA:  LIMON, PANDORA",9.685,-83.073,Earthquake
1991,12,22,7.6,RUSSIA,"RUSSIA:  KAMCHATKA, KURIL ISLANDS",45.533,151.021,Earthquake
1992,6,28,7.6,USA,"CALIFORNIA: LANDERS, YUCCA  VALLEY",34.201,-116.436,Earthquake
1993,1,15,7.6,JAPAN,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,Earthquake
1994,3,9,7.6,FIJI,FIJI ISLANDS,-18.039,-178.413,Earthquake
1999,8,17,7.6,TURKEY,"TURKEY:  ISTANBUL, KOCAELI, SAKARYA",40.76,29.97,Earthquake
2000,3,28,7.6,JAPAN,JAPAN:  VOLCANO ISLANDS,22.338,143.73,Earthquake
2000,5,4,7.6,INDONESIA,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",-1.105,123.573,Earthquake
2001,7,7,7.6,PERU,"PERU:  AREQUIPA, ARICA",-17.543,-72.077,Earthquake
2002,9,8,7.6,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.302,142.945,Earthquake
2002,10,10,7.6,INDONESIA,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,Earthquake
2003,7,15,7.6,INDIAN OCEAN,INDIAN OCEAN:  FELT IN MALDIVES,-2.598,68.382,Earthquake
2003,8,4,7.6,ANTARCTICA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,Earthquake
2005,10,8,7.6,PAKISTAN,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,Earthquake
2006,1,27,7.6,INDONESIA,INDONESIA:  BANDA SEA,-5.473,128.131,Earthquake
2006,4,20,7.6,RUSSIA,RUSSIA:  KORYAKSKIY,60.949,167.089,Earthquake
2009,1,3,7.6,INDONESIA,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,Earthquake
2009,3,19,7.6,TONGA,TONGA ISLANDS,-23.046,-174.659,Earthquake
2009,10,7,7.6,VANUATU,VANUATU ISLANDS,-13.006,166.51,Earthquake
2010,7,23,7.6,PHILIPPINES,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,Earthquake
2011,3,11,7.6,JAPAN,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,Earthquake
2011,7,6,7.6,KERMADEC ISLANDS (NEW ZEALAND),NEW ZEALAND: KERMADEC ISLANDS,-29.539,-176.34,Earthquake
2012,8,31,7.6,PHILIPPINES,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,Earthquake
2012,9,5,7.6,COSTA RICA,COSTA RICA:  NICOYA,10.085,-85.315,Earthquake
2014,4,3,7.6,CHILE,CHILE:  NORTHERN:  IQUIQUE,-20.4,-70.135,Earthquake
2014,4,12,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.315,162.211,Earthquake
2015,11,24,7.6,PERU,PERU-BRAZIL,-10.047,-71.023,Earthquake
2015,11,24,7.6,PERU,PERU-BRAZIL,-10.548,-70.904,Earthquake
1902,8,22,7.7,CHINA,"CHINA:  XINJIANG, TURKESTAN",39.88,76.2,Earthquake
1903,1,14,7.7,MEXICO,MEXICO:  OFF COAST OF GUERRERO,15,-98,Earthquake
1903,8,8,7.7,COLOMBIA,COLOMBIA,4.6,-74,Earthquake
1904,11,1,7.7,ECUADOR,ECUADOR,-1,-80.5,Earthquake
1906,2,3,7.7,COLOMBIA,COLOMBIA,3.5,-76.2,Earthquake
1906,7,11,7.7,COLOMBIA,COLOMBIA,4.6,-74,Earthquake
1906,7,14,7.7,COLOMBIA,COLOMBIA,4.6,-74,Earthquake
1907,5,4,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-7.5,153.7,Earthquake
1907,10,16,7.7,MEXICO,MEXICO:  GULF OF CALIFORNIA,28,-112.5,Earthquake
1909,1,23,7.7,IRAN,IRAN:  SILAKOR,33,50,Earthquake
1909,12,9,7.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-10,165,Earthquake
1911,1,3,7.7,KAZAKHSTAN,"KAZAKHSTAN:  ALMA-ATA, TURKESTAN",43.5,77.5,Earthquake
1911,8,16,7.7,"MICRONESIA, FED. STATES OF","MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS",7,137,Earthquake
1913,2,24,7.7,ECUADOR,"ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE",-3.4,-79.6,Earthquake
1913,4,25,7.7,PHILIPPINES,PHILIPPINES,9.5,127.8,Earthquake
1913,8,1,7.7,RUSSIA,RUSSIA:  KURIL ISLANDS,47.5,155.5,Earthquake
1915,2,28,7.7,JAPAN,JAPAN:  SW RYUKYU ISLANDS,23.6,123.5,Earthquake
1916,2,6,7.7,USA,ALASKA:  ALEUTIAN ISLANDS,48.5,178.5,Earthquake
1916,8,28,7.7,NEPAL,NEPAL; TIBET (XIZANG PROVINCE),30,81,Earthquake
1916,10,31,7.7,RUSSIA,RUSSIA:  KURIL ISLANDS,46.5,160,Earthquake
1917,7,4,7.7,TAIWAN,TAIWAN:  NE OF TAIWAN,25,123,Earthquake
1917,7,29,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-3,143.5,Earthquake
1917,12,29,7.7,MEXICO,MEXICO:  NEAR OAXACA COAST,15,-97,Earthquake
1918,1,30,7.7,RUSSIA,RUSSIA:  E COAST OF,45.4,136.5,Earthquake
1920,2,2,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-6.5,150,Earthquake
1921,4,30,7.7,MEXICO,MEXICO:  NEAR COAST OF JALISCO,19.7,-104.3,Earthquake
1923,2,24,7.7,RUSSIA,RUSSIA:  KAMCHATKA PENINSULA,55,162.4,Earthquake
1923,9,2,7.7,JAPAN,JAPAN:  NEAR S COAST HONSHU,34.9,140.2,Earthquake
1928,2,10,7.7,MEXICO,"MEXICO:  OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS",17.8,-97.6,Earthquake
1928,3,22,7.7,MEXICO,MEXICO:  OAXACA,15.67,-96.1,Earthquake
1928,6,17,7.7,MEXICO,MEXICO:  OAXACA,16.028,-97.036,Earthquake
1929,1,13,7.7,RUSSIA,RUSSIA:  KURIL ISLANDS,49.8,154.8,Earthquake
1931,2,2,7.7,NEW ZEALAND,NEW ZEALAND:  HAWKE BAY,-39.772,176.025,Earthquake
1931,3,9,7.7,JAPAN,JAPAN:  NEAR E COAST HONSHU,40.5,142.5,Earthquake
1931,10,10,7.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.968,161.194,Earthquake
1934,7,18,7.7,PANAMA,PANAMA-COSTA RICA,8,-82.5,Earthquake
1936,4,1,7.7,INDONESIA,INDONESIA:  TALAUD ISLANDS,4.5,126.5,Earthquake
1937,7,26,7.7,MEXICO,"MEXICO:  CENTRAL, PUEBLA:  ESPERANZA, VERACRUZ",18.8,-97.5,Earthquake
1938,11,5,7.7,JAPAN,JAPAN:  NEAR E COAST HONSHU,37.1,141.7,Earthquake
1939,1,30,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-7.08,155.386,Earthquake
1939,12,26,7.7,TURKEY,TURKEY:  ERZINCAN,39.77,39.533,Earthquake
1946,9,29,7.7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-4.5,153.5,Earthquake
1947,3,17,7.7,CHINA,CHINA:  QINGHAI PROVINCE,33.3,99.5,Earthquake
1950,10,5,7.7,COSTA RICA,COSTA RICA-NICARAGUA,11,-85,Earthquake
1950,12,14,7.7,TONGA,TONGA ISLANDS,-19.5,-176,Earthquake
1952,7,21,7.7,USA,CALIFORNIA:  KERN COUNTY,35,-119.017,Earthquake
1956,1,10,7.7,TONGA,TONGA ISLANDS,-20,-175,Earthquake
1959,8,18,7.7,USA,MONTANA:  HEBGEN LAKE,44.712,-111.215,Earthquake
1959,9,14,7.7,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS,-28.5,-177,Earthquake
1961,9,5,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-58,-27,Earthquake
1961,9,8,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-56.26,-27.283,Earthquake
1963,8,15,7.7,PERU,PERU:  S,-13.8,-69.3,Earthquake
1968,5,28,7.7,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,Earthquake
1969,11,21,7.7,INDONESIA,INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,Earthquake
1972,1,25,7.7,TAIWAN,TAIWAN,23,122.2,Earthquake
1973,6,17,7.7,JAPAN,JAPAN:  HOKKAIDO ISLAND,43.2,145.8,Earthquake
1975,5,10,7.7,CHILE,CHILE:  CENTRAL,-38.18,-73.23,Earthquake
1975,5,26,7.7,ATLANTIC OCEAN,ATLANTIC OCEAN:  MADERIA ISLANDS,35.997,-17.649,Earthquake
1975,7,20,7.7,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU",-7.104,155.152,Earthquake
1975,11,29,7.7,USA,HAWAII,19.451,-155.033,Earthquake
1978,2,9,7.7,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  S OF,-30.68,-177.36,Earthquake
1978,6,12,7.7,JAPAN,JAPAN:  SANRIKU,38.19,142.028,Earthquake
1978,11,29,7.7,MEXICO,MEXICO:  OAXACA,16.01,-96.591,Earthquake
1979,12,12,7.7,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,Earthquake
1980,10,10,7.7,ALGERIA,ALGERIA:  NORTHERN,36.195,1.354,Earthquake
1981,9,1,7.7,SAMOA,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO,-14.96,-173.085,Earthquake
