YEAR,MONTH,DAY,MAGNITUDE,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,CATEGORY
1911,1,30,1.6,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,Tsunami
1914,1,12,1.6,JAPAN,SEIKAIDO,31.58,130.67,Tsunami
1914,11,27,1.6,GREECE,IONIAN SEA,38.8,20.6,Tsunami
1926,1,9,1.6,USA,"BERNARD, ME",44.233,-68.35,Tsunami
1931,8,19,1.6,USA,"ATLANTIC CITY, NJ",39.35,-74.417,Tsunami
1936,4,1,1.6,INDONESIA,SULAWESI,4.5,126.5,Tsunami
1938,5,19,1.6,INDONESIA,MAKASSAR STRAIT,-1,120,Tsunami
1953,3,17,1.6,RUSSIA,N. KURIL ISLANDS,50,156.5,Tsunami
1953,11,25,1.6,JAPAN,"KASHIMA, JAPAN",34,141.7,Tsunami
1954,6,26,1.6,USA,"MICHIGAN CITY, IN (LAKE MICHIGAN)",41.7,-86.883,Tsunami
1966,10,17,1.6,PERU,CENTRAL PERU,-10.748,-78.638,Tsunami
1968,4,18,1.6,ITALY,LIGURIA-COTE D'AZUR,44.08,8,Tsunami
1968,9,3,1.6,TURKEY,BLACK SEA,41.8,32.3,Tsunami
1970,10,31,1.6,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.907,145.471,Tsunami
1975,10,31,1.6,PHILIPPINES,PHILIPPINE TRENCH,12.54,125.993,Tsunami
1983,3,12,1.6,INDONESIA,BANDA SEA,-4.056,127.924,Tsunami
1985,9,19,1.6,MEXICO,MEXICO,18.19,-102.533,Tsunami
1987,2,21,1.6,NORWAY,WESTERN NORWAY,62.2,6.65,Tsunami
1991,4,22,1.6,COSTA RICA,"LIMON, PANDORA",9.685,-83.073,Tsunami
1994,6,5,1.6,INDONESIA,SOUTH OF JAVA,-10.341,113.369,Tsunami
1994,10,8,1.6,INDONESIA,HALMAHERA,-1.258,127.98,Tsunami
1995,7,30,1.6,CHILE,NORTHERN CHILE,-23.34,-70.294,Tsunami
1997,4,21,1.6,SOLOMON ISLANDS,SANTA CRUZ IS. VANUATU,-12.584,166.676,Tsunami
1997,12,26,1.6,MONTSERRAT,WHITE RIVER VALLEY,16.72,-62.18,Tsunami
2000,11,16,1.6,PAPUA NEW GUINEA,BISMARCK SEA,-3.98,152.169,Tsunami
2002,1,2,1.6,VANUATU,VANUATU ISLANDS,-17.6,167.856,Tsunami
2002,3,5,1.6,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.033,124.249,Tsunami
2003,5,21,1.6,ALGERIA,N. ALGERIA,36.964,3.634,Tsunami
2007,5,7,1.6,BULGARIA,BLACK SEA,43,29,Tsunami
2010,1,3,1.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,Tsunami
2010,1,12,1.6,HAITI,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,Tsunami
1930,8,31,1.6,USA,S. CALIFORNIA,34.03,-118.643,Tsunami
1968,4,1,1.6,JAPAN,SEIKAIDO,32.3,132.5,Tsunami
1996,1,1,1.8,INDONESIA,SULAWESI,0.729,119.931,Tsunami
1906,8,17,1.8,CHILE,CENTRAL CHILE,-33,-72,Tsunami
1940,8,1,1.8,JAPAN,W. HOKKAIDO ISLAND,44.2,139.5,Tsunami
1985,3,3,1.8,CHILE,CENTRAL CHILE,-33.132,-71.708,Tsunami
2006,3,14,1.8,INDONESIA,SERAM ISLAND,-3.595,127.214,Tsunami
1907,10,6,1.8,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,Tsunami
1951,8,21,1.8,USA,HAWAII,19.5,-156,Tsunami
1961,3,18,1.8,SOLOMON ISLANDS,"HONIARA, GUADALCANAL",-9.43,159.95,Tsunami
1994,6,3,1.9,INDONESIA,SOUTH OF JAVA,-10.362,112.892,Tsunami
1907,3,29,2,INDONESIA,"KARAKELONG, TALAUD ISLANDS",3,122,Tsunami
1969,2,23,2,INDONESIA,MAKASSAR STRAIT,-3.1,118.9,Tsunami
1994,4,28,2,NORWAY,WESTERN NORWAY,61.267,6.583,Tsunami
1995,5,14,2,INDONESIA,TIMOR SEA,-8.452,125.049,Tsunami
2003,7,12,2,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,Tsunami
2009,5,28,2,HONDURAS,OFF COAST,16.72,-86.236,Tsunami
1975,4,27,2,CANADA,"KITIMAT INLET, BRITISH COLUMBIA",53.98,-128.68,Tsunami
2005,3,28,2.1,INDONESIA,INDONESIA,2.085,97.108,Tsunami
1919,10,2,2.1,USA,"ALIKA, HAWAII",19.23,-155.9,Tsunami
2003,9,25,2.1,JAPAN,HOKKAIDO ISLAND,41.815,143.91,Tsunami
2014,4,1,2.1,CHILE,NORTHERN CHILE,-19.642,-70.817,Tsunami
1916,1,1,2.2,PAPUA NEW GUINEA,BISMARCK SEA,-4.739,152.548,Tsunami
1963,10,13,2.2,RUSSIA,S. KURIL ISLANDS,44.772,149.798,Tsunami
1974,2,1,2.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-7.4,155.6,Tsunami
1924,8,8,2.2,USA,"CONEY ISLAND, NY",40.567,-73.983,Tsunami
2000,11,4,2.2,USA,"POINT ARGUELLO, S. CALIFORNIA",34.5,-120.65,Tsunami
1965,9,28,2.2,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,Tsunami
1902,2,26,2.3,EL SALVADOR,EL SALVADOR-GUATEMALA,13.5,-89.5,Tsunami
1902,5,5,2.3,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,Tsunami
1906,1,31,2.3,ECUADOR,OFF COAST,1,-81.5,Tsunami
1911,5,11,2.3,TOGO,GOLD COAST,6.1,1.2,Tsunami
1918,12,4,2.3,CHILE,NORTHERN CHILE,-26,-71,Tsunami
1919,4,3,2.3,INDONESIA,SULAWESI,3.138,125.491,Tsunami
1946,8,4,2.3,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69,Tsunami
1948,12,3,2.3,MEXICO,MEXICO,22,-106,Tsunami
1958,11,6,2.3,RUSSIA,S. KURIL ISLANDS,44.53,148.54,Tsunami
1969,4,12,2.3,SWEDEN,NORSALV RIVER,59.4,13.5,Tsunami
1969,8,11,2.3,RUSSIA,S. KURIL ISLANDS,43.6,147.9,Tsunami
1990,5,,2.3,PHILIPPINES,"CANIGUIN IS.,PHILIPPINES",7,126,Tsunami
2002,10,10,2.3,INDONESIA,IRIAN JAYA,-1.757,134.297,Tsunami
2007,9,12,2.3,INDONESIA,SUMATRA,-4.438,101.367,Tsunami
1996,2,21,2.4,PERU,N. PERU,-9.593,-79.587,Tsunami
1963,3,28,2.5,CANADA,"GRAHAM ISLAND, BRITISH COLUMBIA",54,-132.25,Tsunami
1975,6,10,2.5,RUSSIA,S. KURIL ISLANDS,43.024,147.734,Tsunami
2002,9,8,2.5,PAPUA NEW GUINEA,BISMARCK SEA,-3.302,142.945,Tsunami
1960,1,13,2.5,PERU,S. PERU,-15.75,-72.75,Tsunami
1964,6,16,2.5,JAPAN,NW. HONSHU ISLAND,38.65,139.2,Tsunami
1973,6,17,2.6,JAPAN,HOKKAIDO ISLAND,43.2,145.8,Tsunami
1930,11,5,2.6,KENYA,MOMBASA,-4.05,39.667,Tsunami
1947,5,17,2.6,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.42,178.88,Tsunami
1951,2,22,2.6,PAPUA NEW GUINEA,BISMARCK SEA,-3.7,142.2,Tsunami
1953,3,11,2.6,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,Tsunami
1963,2,7,2.6,GREECE,CORINTH GULF,38.31,22.02,Tsunami
1968,5,16,2.6,JAPAN,OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,Tsunami
1971,7,14,2.6,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,153.9,Tsunami
1979,12,12,2.6,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,Tsunami
1992,5,17,2.6,PHILIPPINES,PHILIPPINES,7.191,126.762,Tsunami
1998,3,19,2.6,NORWAY,WESTERN NORWAY,61.183,5.267,Tsunami
2000,5,4,2.6,INDONESIA,SULAWESI,-1.105,123.573,Tsunami
1918,10,11,2.6,USA TERRITORY,PUERTO RICO: MONA PASSAGE,18.5,-67.5,Tsunami
1927,,,2.7,NEW ZEALAND,"TOLAGA BAY, NORTH ISLAND",-38.37,178.31,Tsunami
1952,3,4,2.7,JAPAN,SE. HOKKAIDO ISLAND,42.15,143.85,Tsunami
1946,12,20,2.7,JAPAN,HONSHU: S COAST,33,135.6,Tsunami
1999,11,26,2.7,VANUATU,VANUATU ISLANDS,-16.423,168.214,Tsunami
1917,12,6,2.8,CANADA,"HALIFAX, NOVA SCOTIA",44.633,-63.583,Tsunami
1965,8,11,2.8,VANUATU,VANUATU ISLANDS,-15.8,167.2,Tsunami
1983,8,18,2.8,NORWAY,WESTERN NORWAY,61.233,7.717,Tsunami
1918,8,15,2.8,PHILIPPINES,CELEBES SEA,5.5,123,Tsunami
1994,11,14,2.9,PHILIPPINES,PHILIPPINE ISLANDS,13.525,121.067,Tsunami
1929,8,9,2.9,CHILE,NORTHERN CHILE,-23.7,-70.4,Tsunami
2007,4,21,2.9,CHILE,SOUTHERN CHILE,-45.285,-72.606,Tsunami
1994,11,4,2.9,USA,"SKAGWAY, AK",59.5,-135.3,Tsunami
1996,2,17,2.9,INDONESIA,IRIAN JAYA,-0.891,136.952,Tsunami
1923,2,3,3,RUSSIA,KAMCHATKA,54,161,Tsunami
1997,12,5,3,RUSSIA,KAMCHATKA,54.841,162.035,Tsunami
1997,12,14,3,RUSSIA,KAMCHATKA,54.841,162.035,Tsunami
1999,9,13,3,FRENCH POLYNESIA,FATU HIVA,-10.52,-138.67,Tsunami
2001,6,23,3.1,PERU,S. PERU,-16.265,-73.641,Tsunami
1909,7,30,3.2,MEXICO,S. MEXICO,16.8,-99.8,Tsunami
1922,11,11,3.2,CHILE,NORTHERN CHILE,-28.553,-70.755,Tsunami
1931,10,3,3.2,SOLOMON ISLANDS,SAN CRISTOBAL ISLAND,-10.932,161.016,Tsunami
1933,1,8,3.2,RUSSIA,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,Tsunami
1946,6,23,3.2,CANADA,BRITISH COLUMBIA,49.87,-124.92,Tsunami
1960,11,20,3.2,PERU,N. PERU,-6.8,-80.7,Tsunami
1976,8,16,3.2,PHILIPPINES,MORO GULF,6.292,124.09,Tsunami
1979,7,18,3.2,INDONESIA,LOMBLEN ISLAND [LEMBATA],-8.6,123.5,Tsunami
1992,9,2,3.3,NICARAGUA,NICARAGUA,11.727,-87.386,Tsunami
1900,10,29,3.3,VENEZUELA,MANCUTO,11,-66,Tsunami
1916,7,3,3.3,ITALY,STROMBOLI ISLAND,38.817,15.233,Tsunami
1928,8,4,3.3,INDONESIA,FLORES SEA,-8.32,121.708,Tsunami
1932,6,3,3.3,MEXICO,CENTRAL MEXICO,19.5,-104.25,Tsunami
1932,6,22,3.3,MEXICO,CENTRAL MEXICO,19,-104.5,Tsunami
1944,12,7,3.3,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34,137.1,Tsunami
1947,3,25,3.3,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.85,178.87,Tsunami
1956,7,9,3.3,GREECE,"AMORGOS ISLAND, AEGEAN ISLANDS",36.8,25.5,Tsunami
1968,8,14,3.3,INDONESIA,BANDA SEA,0.2,119.8,Tsunami
1971,7,26,3.3,PAPUA NEW GUINEA,SOLOMON SEA,-4.9,153.2,Tsunami
1979,10,16,3.3,FRANCE,FRENCH RIVIERA (LIGURIAN SEA),43.7,7.25,Tsunami
2007,8,15,3.3,PERU,S. PERU,-13.386,-76.603,Tsunami
1994,10,4,3.4,RUSSIA,S. KURIL ISLANDS,43.773,147.321,Tsunami
1939,4,30,3.4,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,Tsunami
1965,2,4,3.4,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,Tsunami
2002,12,30,3.4,ITALY,STROMBOLI ISLAND,38.789,15.213,Tsunami
1925,11,16,3.5,MEXICO,S. MEXICO,18.5,-107,Tsunami
1995,10,9,3.5,MEXICO,S. MEXICO,19.055,-104.205,Tsunami
2013,2,6,3.5,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.766,165.114,Tsunami
1927,3,7,3.5,JAPAN,SW. HONSHU ISLAND,35.6,135.1,Tsunami
1918,9,7,3.6,RUSSIA,S. KURIL ISLANDS,45.5,151.5,Tsunami
1930,12,23,3.6,PAPUA NEW GUINEA,BISMARCK SEA,-1.3,144.3,Tsunami
1934,8,21,3.6,USA,S. CALIFORNIA,33.7,-118.2,Tsunami
2007,4,1,3.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.46,157.044,Tsunami
1917,6,26,3.6,SAMOA,SAMOA ISLANDS,-15.5,-173,Tsunami
2012,10,28,3.7,CANADA,BRITISH COLUMBIA,52.788,-132.101,Tsunami
1908,12,28,3.7,ITALY,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,Tsunami
1923,9,1,3.7,JAPAN,SAGAMI BAY,35.1,139.5,Tsunami
1929,11,18,3.7,CANADA,"GRAND BANKS, NEWFOUNDLAND",44.69,-56,Tsunami
1936,11,13,3.7,RUSSIA,KAMCHATKA,55.2,164,Tsunami
1994,6,2,3.8,INDONESIA,SOUTH OF JAVA,-10.477,112.835,Tsunami
1975,11,29,3.8,USA,HAWAII,19.451,-155.033,Tsunami
1983,5,26,3.9,JAPAN,"NOSHIRO, JAPAN",40.462,139.102,Tsunami
1927,12,1,3.9,INDONESIA,SULAWESI,-0.7,119.7,Tsunami
1953,9,14,3.9,FIJI,FIJI ISLANDS,-18.3,178.2,Tsunami
1963,10,20,3.9,RUSSIA,S. KURIL ISLANDS,44.772,150.563,Tsunami
1969,11,22,3.9,RUSSIA,KAMCHATKA,57.7,163.6,Tsunami
1977,8,19,3.9,INDONESIA,SUNDA ISLANDS,-11.085,118.464,Tsunami
1997,4,10,3.9,HONDURAS,GULF OF FONSECA,13.1,-87.6,Tsunami
1998,7,17,3.9,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-2.943,142.582,Tsunami
2010,10,25,4.1,INDONESIA,SUMATRA,-3.487,100.082,Tsunami
1945,11,27,4.1,PAKISTAN,MAKRAN COAST,24.5,63,Tsunami
1954,10,,4.2,GREENLAND,APUTITEQ POINT,67.47,-32.283,Tsunami
1952,11,4,4.2,RUSSIA,KAMCHATKA,52.755,160.057,Tsunami
1923,4,13,4.3,RUSSIA,KAMCHATKA,56.5,162.5,Tsunami
2000,1,26,4.3,PHILIPPINES,"TAWI-TAWI, PHILIPPINES",5.1,120.15,Tsunami
2006,7,17,4.4,INDONESIA,SOUTH OF JAVA,-9.254,107.411,Tsunami
2006,11,15,4.5,RUSSIA,S. KURIL ISLANDS,46.592,153.266,Tsunami
2009,9,29,4.5,SAMOA,SAMOA ISLANDS,-15.489,-172.095,Tsunami
1957,3,9,4.5,USA,"ANDREANOF ISLANDS, AK",51.292,-175.629,Tsunami
2010,4,13,4.5,PERU,"513 LAKE, HUALCAN GLACIER",-9.282,-77.645,Tsunami
1960,5,22,4.6,CHILE,SOUTHERN CHILE,-38.143,-73.407,Tsunami
1992,12,12,4.7,INDONESIA,FLORES SEA,-8.48,121.896,Tsunami
1933,3,2,4.9,JAPAN,SANRIKU,39.224,144.622,Tsunami
2010,2,27,4.9,CHILE,CENTRAL CHILE,-36.122,-72.898,Tsunami
1956,7,9,4.9,GREECE,CYCLADES,36.9,26,Tsunami
1971,3,19,4.9,PERU,CHUNGAR,-11.116,-76.5,Tsunami
1996,1,2,4.9,RUSSIA,"KARYMSKOYE, KAMCHATKA, RUSSIA",54.05,159.43,Tsunami
1993,7,12,5,JAPAN,SEA OF JAPAN,42.851,139.197,Tsunami
1905,7,4,5.1,USA,"DISENCHANTMENT BAY, AK",60,-139.58,Tsunami
1923,3,4,5.1,CHILE,SAN FELIX ISLAND,-26.3,-80.1,Tsunami
2011,3,11,5.3,JAPAN,HONSHU ISLAND,38.297,142.372,Tsunami
1905,1,16,5.3,NORWAY,LOEN,61.866,6.85,Tsunami
1946,4,1,5.4,USA,"UNIMAK ISLAND, AK",53.492,-162.832,Tsunami
2000,11,21,5.6,GREENLAND,PAATUUT (WEST GREENLAND),70.25,-52.75,Tsunami
2004,12,26,5.7,INDONESIA,OFF W. COAST OF SUMATRA,3.316,95.854,Tsunami
1965,2,19,5.9,CHILE,SOUTHERN CHILE,-41.755,-72.396,Tsunami
1934,4,7,6,NORWAY,TAFJORD,62.228,7.417,Tsunami
1964,3,28,6.1,USA,"PRINCE WILLIAM SOUND, AK",61.017,-147.648,Tsunami
1936,9,13,6.2,NORWAY,LOEN,61.87,6.851,Tsunami
1936,10,27,7.2,USA,"LITUYA BAY, AK",58.6,-137.1,Tsunami
1963,10,9,7.9,ITALY,"VAJONT DAM, VAJONT RIVER",46.267,12.329,Tsunami
1980,5,18,8,USA,WASHINGTON,46.2,-122.18,Tsunami
1930,3,17,9,INDONESIA,KRAKATAU,-6.102,105.423,Tsunami
1958,7,10,9,USA,"SE. ALASKA, AK",58.37,-136.665,Tsunami
1907,7,,0,Tonga,Tonga-SW Pacific,-21.38,-175.65,Volcano
1919,9,29,0,United States,Hawaiian Is,19.475,-155.608,Volcano
1953,6,27,0,Papua New Guinea,Admiralty Is-SW Paci,-2.38,147.35,Volcano
1953,6,,0,Indonesia,Lesser Sunda Is,-8.51,124.148,Volcano
1975,11,29,0,United States,Hawaiian Is,19.425,-155.292,Volcano
1977,4,5,0,Comoros,Indian O-W,-11.75,43.38,Volcano
1993,4,19,0,United States,Hawaiian Is,19.425,-155.292,Volcano
1903,8,30,1,New Zealand,New Zealand,-38.12,176.5,Volcano
1917,4,1,1,New Zealand,New Zealand,-38.12,176.5,Volcano
1919,2,19,1,Mexico,Mexico,19.023,-98.622,Volcano
1923,3,11,1,Indonesia,Java,-7.32,107.73,Volcano
1927,9,5,1,Iceland,Iceland-SE,64.27,-16.65,Volcano
1928,11,2,1,Italy,Italy,37.734,15.004,Volcano
1938,1,28,1,"Congo, DRC",Africa-C,-1.408,29.2,Volcano
1939,10,13,1,Indonesia,Java,-7.2,109.92,Volcano
1950,8,28,1,Indonesia,Java,-8.108,112.92,Volcano
1952,,,1,Philippines,Luzon-Philippines,17.32,121.1,Volcano
1953,10,5,1,Japan,Izu Is-Japan,34.73,139.38,Volcano
1964,12,13,1,Indonesia,Java,-7.2,109.92,Volcano
1972,10,9,1,Papua New Guinea,New Guinea-NE of,-5.52,148.121,Volcano
1974,10,17,1,Papua New Guinea,New Guinea-NE of,-5.52,148.121,Volcano
1977,1,10,1,"Congo, DRC",Africa-C,-1.52,29.25,Volcano
1977,4,27,1,Iceland,Iceland-NE,65.73,-16.78,Volcano
1979,2,20,1,Indonesia,Java,-7.2,109.92,Volcano
1983,8,17,1,Indonesia,Lesser Sunda Is,-8.54,123.59,Volcano
1985,12,19,1,Italy,Italy,37.734,15.004,Volcano
1990,11,17,1,Japan,Kyushu-Japan,32.75,130.3,Volcano
1991,10,24,1,Indonesia,Sulawesi-Indonesia,1.358,124.792,Volcano
1992,5,11,1,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
1992,7,12,1,Philippines,Luzon-Philippines,15.13,120.35,Volcano
1993,6,13,1,Indonesia,Indonesia,-6.102,105.423,Volcano
1993,6,23,1,Japan,Kyushu-Japan,32.75,130.3,Volcano
1997,4,17,1,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
2002,1,17,1,"Congo, DRC",Africa-C,-1.52,29.25,Volcano
2006,6,14,1,Indonesia,Java,-7.542,110.442,Volcano
2006,7,13,1,Philippines,Luzon-Philippines,13.257,123.685,Volcano
2010,5,27,1,Guatemala,Guatemala,14.381,-90.601,Volcano
1900,1,22,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1900,2,16,2,Japan,Kyushu-Japan,31.93,130.87,Volcano
1900,7,17,2,Japan,Honshu-Japan,37.62,140.28,Volcano
1902,12,,2,Indonesia,Java,-7.542,110.442,Volcano
1904,2,25,2,Comoros,Indian O-W,-11.75,43.38,Volcano
1905,3,10,2,Italy,Italy,40.821,14.426,Volcano
1905,8,4,2,Samoa,Samoa-SW Pacific,-13.612,-172.525,Volcano
1907,8,4,2,Ethiopia,Africa-NE,12.88,40.57,Volcano
1907,9,28,2,Indonesia,Lesser Sunda Is,-8.53,122.775,Volcano
1909,4,28,2,Cameroon,Africa-W,4.203,9.17,Volcano
1909,9,,2,Indonesia,Java,-8.108,112.92,Volcano
1910,7,25,2,Japan,Hokkaido-Japan,42.53,140.83,Volcano
1911,5,8,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1911,8,15,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1913,3,14,2,Indonesia,Sangihe Is-Indonesia,3.67,125.5,Volcano
1913,6,23,2,Indonesia,Java,-8.108,112.92,Volcano
1923,7,1,2,Japan,Kyushu-Japan,31.93,130.87,Volcano
1924,5,10,2,United States,Hawaiian Is,19.425,-155.292,Volcano
1928,1,23,2,Greece,Greece,36.404,25.396,Volcano
1928,5,13,2,Indonesia,Java,-7.2,109.92,Volcano
1929,8,2,2,Italy,Italy,37.734,15.004,Volcano
1930,3,17,2,Indonesia,Indonesia,-6.102,105.423,Volcano
1933,12,25,2,Philippines,Luzon-Philippines,12.77,124.05,Volcano
1937,2,9,2,Chile,Chile-C,-38.692,-71.729,Volcano
1938,6,5,2,Philippines,Luzon-Philippines,13.257,123.685,Volcano
1939,8,17,2,Japan,Izu Is-Japan,30.48,140.32,Volcano
1940,6,20,2,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
1940,7,12,2,Japan,Izu Is-Japan,34.08,139.53,Volcano
1940,7,24,2,Tanzania,Africa-E,-2.751,35.902,Volcano
1941,7,13,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1941,9,21,2,Indonesia,Java,-8.108,112.92,Volcano
1944,3,27,2,Italy,Italy,40.821,14.426,Volcano
1944,6,23,2,Japan,Hokkaido-Japan,42.53,140.83,Volcano
1944,8,20,2,Italy,Italy,38.789,15.213,Volcano
1944,12,4,2,Indonesia,Java,-7.2,109.92,Volcano
1946,1,,2,Japan,Kyushu-Japan,31.58,130.67,Volcano
1946,2,,2,Indonesia,Java,-8.108,112.92,Volcano
1946,10,29,2,Indonesia,Java,-8.108,112.92,Volcano
1947,1,7,2,Philippines,Luzon-Philippines,13.257,123.685,Volcano
1947,7,6,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1948,4,7,2,Indonesia,Lesser Sunda Is,-8.54,123.59,Volcano
1949,5,26,2,Colombia,Colombia,2.32,-76.4,Volcano
1950,9,23,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1951,,,2,Solomon Is.,Solomon Is-SW Pacifi,-9.02,157.95,Volcano
1952,9,16,2,Japan,Izu Is-Japan,32.1,139.85,Volcano
1952,9,23,2,Japan,Izu Is-Japan,32.1,139.85,Volcano
1952,9,24,2,Japan,Izu Is-Japan,32.1,139.85,Volcano
1952,9,26,2,Japan,Izu Is-Japan,32.1,139.85,Volcano
1953,3,11,2,Japan,Izu Is-Japan,32.1,139.85,Volcano
1953,3,25,2,Japan,Izu Is-Japan,32.1,139.85,Volcano
1953,4,27,2,Japan,Kyushu-Japan,32.88,131.1,Volcano
1954,8,3,2,Papua New Guinea,New Guinea-NE of,-3.6,144.85,Volcano
1957,3,11,2,United States,Aleutian Is,53.13,-168.68,Volcano
1957,8,,2,Japan,Izu Is-Japan,34.73,139.38,Volcano
1957,10,,2,Japan,Kyushu-Japan,32.88,131.1,Volcano
1958,7,12,2,Indonesia,Sulawesi-Indonesia,1.358,124.858,Volcano
1958,10,7,2,Vanuatu,Vanuatu-SW Pacific,-16.829,168.536,Volcano
1961,8,18,2,Japan,Honshu-Japan,36.4,138.53,Volcano
1962,12,31,2,Indonesia,Halmahera-Indonesia,0.8,127.325,Volcano
1963,5,5,2,Indonesia,Java,-8.108,112.92,Volcano
1963,5,21,2,Chile,Chile-C,-39.42,-71.93,Volcano
1963,9,5,2,Indonesia,Lesser Sunda Is,-8.242,115.375,Volcano
1964,1,1,2,Indonesia,Lesser Sunda Is,-8.32,121.708,Volcano
1964,3,3,2,Chile,Chile-C,-39.42,-71.93,Volcano
1968,1,,2,Indonesia,Java,-8.108,112.92,Volcano
1969,1,7,2,Indonesia,Java,-7.542,110.442,Volcano
1969,3,21,2,Philippines,Luzon-N of,19.077,122.202,Volcano
1971,9,6,2,Solomon Is.,Santa Cruz Is-SW Pac,-10.38,165.8,Volcano
1971,10,26,2,Spain,Canary Is,28.58,-17.83,Volcano
1971,10,29,2,Chile,Chile-C,-39.42,-71.93,Volcano
1972,6,9,2,Reunion,Indian O-W,-21.229,55.713,Volcano
1973,1,,2,Indonesia,Java,-8.108,112.92,Volcano
1973,12,5,2,Indonesia,Lesser Sunda Is,-8.54,123.59,Volcano
1974,7,28,2,Japan,Honshu-Japan,36.92,138.03,Volcano
1974,10,22,2,Indonesia,Java,-7.542,110.442,Volcano
1975,1,,2,Indonesia,Sumatra,-0.381,100.473,Volcano
1976,8,31,2,Indonesia,Java,-8.108,112.92,Volcano
1976,9,15,2,Indonesia,Sangihe Is-Indonesia,2.78,125.48,Volcano
1976,11,25,2,Indonesia,Java,-7.542,110.442,Volcano
1978,7,29,2,Philippines,Luzon-Philippines,12.77,124.05,Volcano
1979,3,8,2,Papua New Guinea,New Guinea-NE of,-4.649,145.964,Volcano
1979,7,5,2,Italy,Italy,37.734,15.004,Volcano
1979,9,6,2,Japan,Kyushu-Japan,32.88,131.1,Volcano
1981,3,17,2,Italy,Italy,37.734,15.004,Volcano
1981,4,27,2,Russia,Kuril Is,50.858,155.55,Volcano
1981,9,5,2,Indonesia,Lesser Sunda Is,-8.32,121.708,Volcano
1983,3,8,2,Russia,Kamchatka,56.057,160.638,Volcano
1986,7,24,2,Italy,Italy,38.789,15.213,Volcano
1986,10,15,2,Indonesia,Java,-7.542,110.442,Volcano
1987,4,17,2,Italy,Italy,37.734,15.004,Volcano
1991,7,3,2,Comoros,Indian O-W,-11.75,43.38,Volcano
1991,12,14,2,Italy,Italy,37.734,15.004,Volcano
1992,7,5,2,Indonesia,Sumatra,-0.381,100.473,Volcano
1993,1,14,2,Colombia,Colombia,1.22,-77.37,Volcano
1993,2,2,2,Philippines,Luzon-Philippines,13.257,123.685,Volcano
1995,4,2,2,Cape Verde,Cape Verde Is,14.95,-24.35,Volcano
1996,1,2,2,Russia,Kamchatka,54.05,159.43,Volcano
1996,5,5,2,Indonesia,Java,-8.108,112.92,Volcano
1997,1,14,2,Indonesia,Java,-7.542,110.442,Volcano
1999,5,21,2,Guatemala,Guatemala,14.473,-90.88,Volcano
2000,6,27,2,Japan,Izu Is-Japan,34.08,139.53,Volcano
2000,11,,2,Indonesia,Java,-7.542,110.442,Volcano
2001,7,26,2,Italy,Italy,37.734,15.004,Volcano
2001,8,5,2,Indonesia,Java,-7.542,110.442,Volcano
2001,10,20,2,Italy,Italy,38.789,15.213,Volcano
2004,6,8,2,Indonesia,Java,-7.942,112.95,Volcano
2006,5,20,2,Montserrat,W Indies,16.72,-62.18,Volcano
2006,6,7,2,Philippines,Luzon-Philippines,12.77,124.05,Volcano
2010,3,31,2,Iceland,Iceland-S,63.63,-19.62,Volcano
2011,2,23,2,Philippines,Luzon-Philippines,12.77,124.05,Volcano
2013,9,15,2,Indonesia,Sumatra,3.17,98.392,Volcano
